,loss,auc,val_loss,val_auc,lr
0,0.24061012268066406,0.7567166686058044,0.494590163230896,0.5009679794311523,0.0010000000474974513
1,0.21827606856822968,0.8033660650253296,1.2300889492034912,0.5054964423179626,0.0010000000474974513
2,0.2095125913619995,0.8252454400062561,0.4761344790458679,0.5292445421218872,0.0010000000474974513
3,0.20034532248973846,0.850450873374939,0.3895786702632904,0.5188958644866943,0.0010000000474974513
4,0.19315969944000244,0.8616558313369751,0.4568635821342468,0.5096237659454346,0.0010000000474974513
5,0.1889576017856598,0.8710744976997375,0.5660647749900818,0.5659380555152893,0.0010000000474974513
6,0.1843840777873993,0.8801481127738953,0.451814740896225,0.4800114333629608,0.0010000000474974513
7,0.17996911704540253,0.8862795233726501,0.43601134419441223,0.4911724328994751,0.0010000000474974513
8,0.17671968042850494,0.8892923593521118,0.4768652021884918,0.5104234218597412,0.0010000000474974513
9,0.16280068457126617,0.9121754169464111,3.418632984161377,0.49803075194358826,0.00010000000474974513
10,0.1576477438211441,0.91636061668396,0.45635366439819336,0.48508042097091675,0.00010000000474974513
11,0.15476307272911072,0.9211599230766296,1.102227807044983,0.5053296685218811,0.00010000000474974513
12,0.15220652520656586,0.9252545833587646,0.19223175942897797,0.8796263337135315,1.0000000656873453e-05
13,0.15117953717708588,0.9250462055206299,0.4540969133377075,0.6047948598861694,1.0000000656873453e-05
14,0.15047863125801086,0.9293212890625,0.480795294046402,0.5735892057418823,1.0000000656873453e-05
15,0.1499202400445938,0.9254987835884094,0.29777970910072327,0.7492080926895142,1.0000000656873453e-05
16,0.15036548674106598,0.9286671280860901,0.14646461606025696,0.9243299961090088,1.0000001111620804e-06
17,0.15027473866939545,0.9255884289741516,0.14514188468456268,0.9259175658226013,1.0000001111620804e-06
18,0.1505424529314041,0.9297409057617188,0.14527632296085358,0.9258679747581482,1.0000001111620804e-06
19,0.15001888573169708,0.927807092666626,0.14633120596408844,0.9250221848487854,1.0000001111620804e-06
